Location,Post_Office,Postcode,State
Maktab Rendah Sains Mara,Kangar,02400,Perlis
Paya Pauh Gembol,Kangar,02400,Perlis
Perumahan Kilang Gula,Kangar,02400,Perlis
Perumahan Perlis Plantation,Kangar,02400,Perlis
Pusat Haiwan Bukit Temiang,Kangar,02400,Perlis
RPA Batu 8,Kangar,02400,Perlis
RPA Bukit Keteri,Kangar,02400,Perlis
RPA Chuping,Kangar,02400,Perlis
Taman Angsana,Kangar,02400,Perlis
Taman Bahagia,Kangar,02400,Perlis
Taman Beseri Indah,Kangar,02400,Perlis
Taman Beseri Jaya,Kangar,02400,Perlis
Taman Beseri Murni,Kangar,02400,Perlis
Taman Beseri Paya,Kangar,02400,Perlis
Taman Che Long,Kangar,02400,Perlis
Taman Dua Puluh,Kangar,02400,Perlis
Taman Geti,Kangar,02400,Perlis
Taman Has Melati,Kangar,02400,Perlis
Taman Mas (Beseri),Kangar,02400,Perlis
Taman Melati Indah (Beseri),Kangar,02400,Perlis
Taman Permai,Kangar,02400,Perlis
Taman Sempurna Jaya,Kangar,02400,Perlis
Beseri,Kangar,02400,Perlis
Beseri Dalam,Kangar,02400,Perlis
Bilal Uduh,Kangar,02400,Perlis
Bohor Madi,Kangar,02400,Perlis
Bukit Keteri,Kangar,02400,Perlis
Empangan Timah Tassoh JPS,Kangar,02400,Perlis
Guar Panji,Kangar,02400,Perlis
Institut Kemahiran Mara,Kangar,02400,Perlis
Jabatan Pertanian Bukit Temiang,Kangar,02400,Perlis
Jalan Asam Paya,Kangar,02400,Perlis
Jalan Beseri - Bukit Keteri,Kangar,02400,Perlis
Jalan Kaki Bukit (Batu 4 3/4 - 6 1/4),Kangar,02400,Perlis
Jalan Santan (Batu 3 3/4 - 5),Kangar,02400,Perlis
JKR Bekalan Air Tassoh,Kangar,02400,Perlis
Kampung Alor Kangar,Kangar,02400,Perlis
Kampung Alor Tampang,Kangar,02400,Perlis
Kampung Balai Baru,Kangar,02400,Perlis
Kampung Baru Ngulang,Kangar,02400,Perlis
Kampung Batu Bertangkup,Kangar,02400,Perlis
Kampung Batu Hampar (Beseri),Kangar,02400,Perlis
Kampung Behor Kulit Kerang,Kangar,02400,Perlis
Kampung Behor Madi,Kangar,02400,Perlis
Kampung Belat Batu Beseri,Kangar,02400,Perlis
Kampung Belukar Lengga,Kangar,02400,Perlis
Kampung Beseri Dalam,Kangar,02400,Perlis
Kampung Beseri Jaya,Kangar,02400,Perlis
Kampung Bohor Luar,Kangar,02400,Perlis
Kampung Bongkok,Kangar,02400,Perlis
Kampung Bukit Jernih,Kangar,02400,Perlis
Kampung Bukit Kedak,Kangar,02400,Perlis
Kampung Bukit Manek Barat,Kangar,02400,Perlis
Kampung Bukit Merah,Kangar,02400,Perlis
Kampung Bukit Merah Hilir,Kangar,02400,Perlis
Kampung Bukit Merah Hulu,Kangar,02400,Perlis
Kampung Bukit Temiang,Kangar,02400,Perlis
Kampung Chichak Terbelit,Kangar,02400,Perlis
Kampung Darat,Kangar,02400,Perlis
Kampung Darat Selatan,Kangar,02400,Perlis
Kampung Datuk Sheikh Ahmad,Kangar,02400,Perlis
Kampung Guar Jentek,Kangar,02400,Perlis
Kampung Guar Medan Gatal,Kangar,02400,Perlis
Kampung Guar Sanai,Kangar,02400,Perlis
Kampung Kelang Beseri,Kangar,02400,Perlis
Kampung Kepala Batas Dato Kayaman,Kangar,02400,Perlis
Kampung Kubang Jeliti,Kangar,02400,Perlis
Kampung Kubang Tiga,Kangar,02400,Perlis
Kampung Lembah Biak,Kangar,02400,Perlis
Kampung Lubok Batu,Kangar,02400,Perlis
Kampung Lubok Gajah,Kangar,02400,Perlis
Kampung Lubok Hitam Manis,Kangar,02400,Perlis
Kampung Lubuk Machang,Kangar,02400,Perlis
Kampung Masjid Beseri,Kangar,02400,Perlis
Kampung Mempelas,Kangar,02400,Perlis
Kampung Ngulang,Kangar,02400,Perlis
Kampung Padang Gelam,Kangar,02400,Perlis
Kampung Padang Jelutong,Kangar,02400,Perlis
Kampung Padang Lati,Kangar,02400,Perlis
Kampung Padang Malau,Kangar,02400,Perlis
Kampung Padang Melangit,Kangar,02400,Perlis
Kampung Paya,Kangar,02400,Perlis
Kampung Paya Kelubi,Kangar,02400,Perlis
Kampung Paya Senduk,Kangar,02400,Perlis
Kampung Paya Ulu,Kangar,02400,Perlis
Bukit Keteri,Kangar,02450,Perlis
Guar Panji,Kangar,02450,Perlis
Kampung Belukar Lengga,Kangar,02450,Perlis
Kampung Bukit Jernih,Kangar,02450,Perlis
Kampung Kepala Batas Dato Kaya,Kangar,02450,Perlis
Kampung Kubang Tiga,Kangar,02450,Perlis
Kampung Masjid (Beseri),Kangar,02450,Perlis
Kampung Padang Gelam,Kangar,02450,Perlis
Kampung Padang Jelutong,Kangar,02450,Perlis
Kampung Paya Kelubi,Kangar,02450,Perlis
Kampung Perawah,Kangar,02450,Perlis
Kampung Songla,Kangar,02450,Perlis
Kampung Sungai Buloh,Kangar,02450,Perlis
Taman Tunjung,Kangar,02450,Perlis
Balai Polis Mata Air,Kangar,02500,Perlis
Hutan Lembah,Kangar,02500,Perlis
Kampung Balik Bukit Selatan,Kangar,02500,Perlis
Kampung Bawah Bukit,Kangar,02500,Perlis
Kampung Gial,Kangar,02500,Perlis
Kampung Gial Tengah,Kangar,02500,Perlis
Kampung Kerisik Hilir,Kangar,02500,Perlis
Pejabat Felda,Kangar,02500,Perlis
Pekan Gate Mata Air,Kangar,02500,Perlis
Pusat Giat Mara,Kangar,02500,Perlis
Sekolah Jenis Kebangsaan Cina (Kong Aik),Kangar,02500,Perlis
Stesen Meteriologi,Kangar,02500,Perlis
Taman Padang Nyu,Kangar,02500,Perlis
Taman Permata,Kangar,02500,Perlis
Taman Selasih,Kangar,02500,Perlis
Taman Sri Idaman,Kangar,02500,Perlis
Bukit Chuping,Kangar,02500,Perlis
Felda Chuping,Kangar,02500,Perlis
Jalan Mata Ayer (Km 1.6 - 6),Kangar,02500,Perlis
Kampung Balik Bukit,Kangar,02500,Perlis
Kampung Balik Guar,Kangar,02500,Perlis
Kampung Banggol Sena,Kangar,02500,Perlis
Kampung Belukar (Mata Ayer),Kangar,02500,Perlis
Kampung Bukit Chuping,Kangar,02500,Perlis
Kampung Changkat Lada,Kangar,02500,Perlis
Kampung Che gu Ali,Kangar,02500,Perlis
Kampung Chelong,Kangar,02500,Perlis
Kampung Chuping,Kangar,02500,Perlis
Kampung Guar Halban,Kangar,02500,Perlis
Kampung Guar Musang,Kangar,02500,Perlis
Kampung Guar Nangka,Kangar,02500,Perlis
Kampung Hutan Lembah,Kangar,02500,Perlis
Kampung Hutan Temin,Kangar,02500,Perlis
Kampung Kersek (Kangar),Kangar,02500,Perlis
Kampung Kersek (Mata Ayer),Kangar,02500,Perlis
Kampung Kubang Peron,Kangar,02500,Perlis
Kampung Oran,Kangar,02500,Perlis
Kampung Padang Nyu,Kangar,02500,Perlis
Kampung Panggas,Kangar,02500,Perlis
Kampung Panggas Besar,Kangar,02500,Perlis
Kampung Panggas Kechil,Kangar,02500,Perlis
Kampung Paya Burma,Kangar,02500,Perlis
Kampung Perik,Kangar,02500,Perlis
Kampung Pokok Petai,Kangar,02500,Perlis
Kampung Pokok Sena,Kangar,02500,Perlis
Kampung Saikla,Kangar,02500,Perlis
Kampung Simpang Geti,Kangar,02500,Perlis
Kampung Sungai Mati,Kangar,02500,Perlis
Kok Klang,Kangar,02500,Perlis
Lubuk Besar,Kangar,02500,Perlis
Mata Ayer,Kangar,02500,Perlis
Taman Haji Ali (RPA),Kangar,02500,Perlis
Taman Mata Air 2 (RPA),Kangar,02500,Perlis
Taman Mata Air 3 (RPA),Kangar,02500,Perlis
Taman Ria,Kangar,02500,Perlis
Arau,Arau,02600,Perlis
Guar Sanji,Arau,02600,Perlis
Kampung Alor Merah,Arau,02600,Perlis
Kampung Bakong (Arau),Arau,02600,Perlis
Kampung Banat,Arau,02600,Perlis
Kampung Batas Liku,Arau,02600,Perlis
Kampung Belat Batu,Arau,02600,Perlis
Kampung Belat Raja,Arau,02600,Perlis
Kampung Belukar,Arau,02600,Perlis
Kampung Bohor Mengkung,Arau,02600,Perlis
Kampung Bohor Mentalun,Arau,02600,Perlis
Kampung Changkat Jawi,Arau,02600,Perlis
Kampung Changkat Kabu,Arau,02600,Perlis
Kampung Chermai,Arau,02600,Perlis
Kampung Guar Gajah,Arau,02600,Perlis
Kampung Guring,Arau,02600,Perlis
Kampung Hutan Kandis,Arau,02600,Perlis
Kampung Jelempok,Arau,02600,Perlis
Kampung Katong,Arau,02600,Perlis
Kampung Kuala Tunggang,Arau,02600,Perlis
Kampung Kubang Mat Tanggok,Arau,02600,Perlis
Kampung Kubang Siput,Arau,02600,Perlis
Kampung Padang Biak,Arau,02600,Perlis
Kampung Padang Siding,Arau,02600,Perlis
Kampung Padang Telela,Arau,02600,Perlis
Kampung Paloh,Arau,02600,Perlis
Kampung Pauh,Arau,02600,Perlis
Kampung Pida 3 Lama,Arau,02600,Perlis
Kampung Pulau Pichai,Arau,02600,Perlis
Kampung Sena,Arau,02600,Perlis
Kampung Stesen,Arau,02600,Perlis
Kampung Tambun Tulang,Arau,02600,Perlis
Kampung Telaga Haji Latif,Arau,02600,Perlis
Kampung Telok,Arau,02600,Perlis
Kampung Titi Besi,Arau,02600,Perlis
Kampung Ulu Pauh,Arau,02600,Perlis
Pauh,Arau,02600,Perlis
Rani Estate,Arau,02600,Perlis
Taman Desa Pauh,Arau,02600,Perlis
Taman Pauh Indah,Arau,02600,Perlis
Taman Seri Idaman,Arau,02600,Perlis
Taman Seri Wangi,Arau,02600,Perlis
Taman Sri Pauh,Arau,02600,Perlis
Taman Utara Guar Sanji,Arau,02600,Perlis
UiTM Arau,Arau,02600,Perlis
Arau - Peti surat,Arau,02607,Perlis
Arau - Beg berkunci,Arau,02609,Perlis
Simpang Ampat - Peti surat,Simpang Ampat,02707,Perlis
Simpang Ampat - Beg berkunci,Simpang Ampat,02709,Perlis
Bohor Mali,Simpang Ampat,02700,Perlis
Kampung Banir Tembus,Simpang Ampat,02700,Perlis
Kampung Batas Lentang,Simpang Ampat,02700,Perlis
Kampung Bendang Baru,Simpang Ampat,02700,Perlis
Kampung Berjaya,Simpang Ampat,02700,Perlis
Kampung Bohor Lalang,Simpang Ampat,02700,Perlis
Kampung Bonggor Kudong,Simpang Ampat,02700,Perlis
Kampung Bunga Mas,Simpang Ampat,02700,Perlis
Kampung Chantek Bangun,Simpang Ampat,02700,Perlis
Kampung Che Ok,Simpang Ampat,02700,Perlis
Kampung Chemumar,Simpang Ampat,02700,Perlis
Kampung Jawi Endol,Simpang Ampat,02700,Perlis
Kampung Kenangan,Simpang Ampat,02700,Perlis
Kampung Lat Seribu,Simpang Ampat,02700,Perlis
Kampung Long Boh,Simpang Ampat,02700,Perlis
Kampung Matang Kersek,Simpang Ampat,02700,Perlis
Kampung Melintang,Simpang Ampat,02700,Perlis
Kampung Mua,Simpang Ampat,02700,Perlis
Kampung Padang Benta,Simpang Ampat,02700,Perlis
Kampung Padang Petani,Simpang Ampat,02700,Perlis
Kampung Pauh Tiga Beradek,Simpang Ampat,02700,Perlis
Kampung Permatang Bongor,Simpang Ampat,02700,Perlis
Kampung Permatang Limau Manis,Simpang Ampat,02700,Perlis
Kampung Permatang Pauh,Simpang Ampat,02700,Perlis
Kampung Pulau,Simpang Ampat,02700,Perlis
Kampung Sematang Serdang,Simpang Ampat,02700,Perlis
Kampung Serdang,Simpang Ampat,02700,Perlis
Kampung Sungai Baru,Simpang Ampat,02700,Perlis
Kampung Sungai Belati,Simpang Ampat,02700,Perlis
Kampung Sungai Bugis,Simpang Ampat,02700,Perlis
Kampung Sungai Padang,Simpang Ampat,02700,Perlis
Kampung Tebuk,Simpang Ampat,02700,Perlis
Kampung Titi Beratap,Simpang Ampat,02700,Perlis
Kampung Tok Pulau,Simpang Ampat,02700,Perlis
Simpang Ampat,Simpang Ampat,02700,Perlis
Taman Cendera Wasih,Simpang Ampat,02700,Perlis
Taman Pelangi,Simpang Ampat,02700,Perlis
Kampung Kepala Batas Pauh,Simpang Ampat,02800,Perlis
Kampung Kerbau Belaga,Simpang Ampat,02800,Perlis
Kampung Matang Keriang,Simpang Ampat,02800,Perlis
Kampung Padang Gelam,Simpang Ampat,02800,Perlis
Kampung Padang Keria,Simpang Ampat,02800,Perlis
Kampung Permatang Pelangu,Simpang Ampat,02800,Perlis
Kampung Rama,Simpang Ampat,02800,Perlis
Kampung Simpang Sanglang,Simpang Ampat,02800,Perlis
Kampung Tanah Timbul,Simpang Ampat,02800,Perlis
Jalan Mahsuri,Alor Setar,05000,Kedah
Jalan Malinja,Alor Setar,05000,Kedah
Jalan Market Cina,Alor Setar,05000,Kedah
Jalan Nagor,Alor Setar,05000,Kedah
Jalan Pekan China,Alor Setar,05000,Kedah
Jalan Pekan Melayu,Alor Setar,05000,Kedah
Jalan Pengkalan Kapal,Alor Setar,05000,Kedah
Jalan Penjara Lama,Alor Setar,05000,Kedah
Jalan SetiaJaya,Alor Setar,05000,Kedah
Jalan Stesyen,Alor Setar,05000,Kedah
Jalan Tunku Ibrahim,Alor Setar,05000,Kedah
Kompleks Jalan Raja,Alor Setar,05000,Kedah
Kuala Sanglang (Perlis),Alor Setar,05000,Kedah
Lorong Merah,Alor Setar,05000,Kedah
Lorong Padi,Alor Setar,05000,Kedah
Lorong Puteh,Alor Setar,05000,Kedah
Lorong Puyoh,Alor Setar,05000,Kedah
Lorong Setar,Alor Setar,05000,Kedah
Lorong Tangki,Alor Setar,05000,Kedah
Lorong Thean Kee,Alor Setar,05000,Kedah
Lorong Timur,Alor Setar,05000,Kedah
Menara MPKS,Alor Setar,05000,Kedah
Pekan Cina,Alor Setar,05000,Kedah
Pekan Melayu,Alor Setar,05000,Kedah
Pengkalan Kapal,Alor Setar,05000,Kedah
Wisma Darulaman,Alor Setar,05000,Kedah
Wisma Persekutuan,Alor Setar,05000,Kedah
Wisma PKNK,Alor Setar,05000,Kedah
Jalan Istana Lama,Alor Setar,05000,Kedah
Jalan Kampung Baru,Alor Setar,05000,Kedah
Jalan Kanchut,Alor Setar,05000,Kedah
Jalan Kolam,Alor Setar,05000,Kedah
Jalan Kolam Air,Alor Setar,05000,Kedah
Jalan Kota,Alor Setar,05000,Kedah
Jalan Limbong Kapal,Alor Setar,05000,Kedah
Jalan Mahdali,Alor Setar,05000,Kedah
Komplek Perniagaan Sultan A.Hamid,Alor Setar,05050,Kedah
Taman Hartamas,Alor Setar,05050,Kedah
Jalan Ampang Jajar,Alor Setar,05050,Kedah
Jalan Bunga Raya,Alor Setar,05050,Kedah
Jalan Bunga Raya Hujung,Alor Setar,05050,Kedah
Jalan Cahaya,Alor Setar,05050,Kedah
Jalan Inai,Alor Setar,05050,Kedah
Jalan Kilang Tebu,Alor Setar,05050,Kedah
Jalan Kota Tanah,Alor Setar,05050,Kedah
Jalan Pegawai,Alor Setar,05050,Kedah
Jalan Sultan Badlishah,Alor Setar,05050,Kedah
Jalan Teratai Jingga,Alor Setar,05050,Kedah
Kampung Benggali,Alor Setar,05050,Kedah
Kampung Dahlia,Alor Setar,05050,Kedah
Kampung Kastam,Alor Setar,05050,Kedah
Kampung Kilang Tebu,Alor Setar,05050,Kedah
Kampung Padang,Alor Setar,05050,Kedah
Kampung Peremba,Alor Setar,05050,Kedah
Kampung Piew,Alor Setar,05050,Kedah
Kampung Seberang Perak,Alor Setar,05050,Kedah
Lorong Air Puteh,Alor Setar,05050,Kedah
Lorong Bertam,Alor Setar,05050,Kedah
Lorong Bidara,Alor Setar,05050,Kedah
Lorong Chempaka,Alor Setar,05050,Kedah
Lorong Dahlia,Alor Setar,05050,Kedah
Lorong Hilir,Alor Setar,05050,Kedah
Lorong Kemuning,Alor Setar,05050,Kedah
Lorong Kenanga,Alor Setar,05050,Kedah
Lorong Melati,Alor Setar,05050,Kedah
Lorong Melor,Alor Setar,05050,Kedah
Lorong Nipah,Alor Setar,05050,Kedah
Lorong Nyior Setali,Alor Setar,05050,Kedah
Lorong Padang,Alor Setar,05050,Kedah
Lorong Peremba,Alor Setar,05050,Kedah
Lorong Peteri,Alor Setar,05050,Kedah
Lorong Rose,Alor Setar,05050,Kedah
Lorong Tongkang Yard,Alor Setar,05050,Kedah
Seberang Perak,Alor Setar,05050,Kedah
Taman Abdul Aziz,Alor Setar,05050,Kedah
Taman Air Puteh,Alor Setar,05050,Kedah
Taman Anggerik,Alor Setar,05050,Kedah
Taman Bahagia,Alor Setar,05050,Kedah
Taman Berjaya,Alor Setar,05050,Kedah
Taman Bunga Raya,Alor Setar,05050,Kedah
Taman Cemara,Alor Setar,05050,Kedah
Taman Datin Nurulkiah,Alor Setar,05050,Kedah
Taman Desa,Alor Setar,05050,Kedah
Taman Hujung Bunga Raya,Alor Setar,05050,Kedah
Taman Inai,Alor Setar,05050,Kedah
Taman Komuda,Alor Setar,05050,Kedah
Taman Lam Fong,Alor Setar,05050,Kedah
Taman Malik,Alor Setar,05050,Kedah
Taman Nurul Kiah,Alor Setar,05050,Kedah
Taman Nyior Setali,Alor Setar,05050,Kedah
Taman Purnama (1 & 2),Alor Setar,05050,Kedah
Taman Ria,Alor Setar,05050,Kedah
Taman Selamat,Alor Setar,05050,Kedah
Taman Seri Aman,Alor Setar,05050,Kedah
Taman Seri Ampang,Alor Setar,05050,Kedah
Taman Seri Bandar,Alor Setar,05050,Kedah
Taman Seri Indah,Alor Setar,05050,Kedah
Taman Seri Jaya,Alor Setar,05050,Kedah
Taman Seri Manis,Alor Setar,05050,Kedah
Taman Setia (A - D),Alor Setar,05050,Kedah
Taman Sinaran,Alor Setar,05050,Kedah
Taman Sultan Badlishah,Alor Setar,05050,Kedah
Taman Teratai Jingga,Alor Setar,05050,Kedah
Tongkang Yard,Alor Setar,05050,Kedah
Jalan Bakar Bata,Alor Setar,05100,Kedah
Jalan Kampung Perak,Alor Setar,05100,Kedah
Jalan Kampung Pisang,Alor Setar,05100,Kedah
Jalan Kolam Renang,Alor Setar,05100,Kedah
Jalan Loh Joh Huat,Alor Setar,05100,Kedah
Jalan Lumpur,Alor Setar,05100,Kedah
Jalan Mahkota,Alor Setar,05100,Kedah
Jalan Menanti,Alor Setar,05100,Kedah
Jalan Nuri,Alor Setar,05100,Kedah
Jalan Pintu Sepuluh,Alor Setar,05100,Kedah
Jalan Sekerat,Alor Setar,05100,Kedah
Jalan Serai,Alor Setar,05100,Kedah
Jalan Stadium,Alor Setar,05100,Kedah
Jalan Tambang Badak,Alor Setar,05100,Kedah
Jalan Telok Sena,Alor Setar,05100,Kedah
Jalan Tengah,Alor Setar,05100,Kedah
Jalan Tengku Habsah,Alor Setar,05100,Kedah
Jalan Terang,Alor Setar,05100,Kedah
Jalan Tunku Abdul Halim,Alor Setar,05100,Kedah
Jalan Yakin,Alor Setar,05100,Kedah
Kampung Belakang Stadium,Alor Setar,05100,Kedah
Lebuhraya Darulaman,Alor Setar,05100,Kedah
Lorong Asap,Alor Setar,05100,Kedah
Lorong Balai Jam,Alor Setar,05100,Kedah
Lorong Bayan,Alor Setar,05100,Kedah
Lorong Delima,Alor Setar,05100,Kedah
Lorong Joo Huat,Alor Setar,05100,Kedah
Lorong Kampung Pisang,Alor Setar,05100,Kedah
Lorong Kelompang,Alor Setar,05100,Kedah
Lorong Liku,Alor Setar,05100,Kedah
Lorong Mahdali,Alor Setar,05100,Kedah
Lorong Mahkota,Alor Setar,05100,Kedah
Lorong Nuri,Alor Setar,05100,Kedah
Lorong Pekaka,Alor Setar,05100,Kedah
Lorong Peringgi,Alor Setar,05100,Kedah
Lorong Pipit,Alor Setar,05100,Kedah
Lorong Rambang,Alor Setar,05100,Kedah
Lorong Seberang Perak,Alor Setar,05100,Kedah
Lorong Sena,Alor Setar,05100,Kedah
Lorong Serai,Alor Setar,05100,Kedah
Lorong Sukaramai,Alor Setar,05100,Kedah
Lorong Sungai,Alor Setar,05100,Kedah
Lorong Tengah,Alor Setar,05100,Kedah
Lorong Terang,Alor Setar,05100,Kedah
Lorong Titi Siam,Alor Setar,05100,Kedah
Lorong Watt Siam,Alor Setar,05100,Kedah
Sempadan Sungai Anak Bukit,Alor Setar,05100,Kedah
Taman Alor Malai,Alor Setar,05100,Kedah
Taman Darulaman,Alor Setar,05100,Kedah
Taman Habsah,Alor Setar,05100,Kedah
Taman Jaya Kami,Alor Setar,05100,Kedah
Taman Loh Joo Huat,Alor Setar,05100,Kedah
Taman Mahkota,Alor Setar,05100,Kedah
Taman Seri Idaman,Alor Setar,05100,Kedah
Taman Stadium,Alor Setar,05100,Kedah
Taman Tunku Majid,Alor Setar,05100,Kedah
Taman Bawai,Alor Setar,05150,Kedah
Kampung Tok Ku Kiah,Alor Setar,05150,Kedah
Kampung Wadilhana,Alor Setar,05150,Kedah
Kompleks Perniagaan Utama,Alor Setar,05150,Kedah
Lorong 1 - 8 (Kampung Berjaya),Alor Setar,05150,Kedah
Lorong Emas,Alor Setar,05150,Kedah
Lorong Kampung Berjaya,Alor Setar,05150,Kedah
Lorong Perak,Alor Setar,05150,Kedah
Mergong,Alor Setar,05150,Kedah
Mukim Pumpung,Alor Setar,05150,Kedah
Seberang Cegar,Alor Setar,05150,Kedah
Seberang Jalan Putera,Alor Setar,05150,Kedah
Seberang Putra,Alor Setar,05150,Kedah
Seberang Tambang Badak,Alor Setar,05150,Kedah
Sungai Baru Gunung,Alor Setar,05150,Kedah
Sungai Baru Tengah,Alor Setar,05150,Kedah
Sungai Baru Tok Keramat,Alor Setar,05150,Kedah
Taman Aman,Alor Setar,05150,Kedah
Taman Barat,Alor Setar,05150,Kedah
Taman Desa Anggerik,Alor Setar,05150,Kedah
Taman Desa Impiana,Alor Setar,05150,Kedah
Taman Emas,Alor Setar,05150,Kedah
Taman Gemilang,Alor Setar,05150,Kedah
Taman Industri Ringan,Alor Setar,05150,Kedah
Taman Kancil,Alor Setar,05150,Kedah
Taman Kelisa,Alor Setar,05150,Kedah
Taman Kelisa Emas,Alor Setar,05150,Kedah
Taman Kenanga,Alor Setar,05150,Kedah
Taman Kita,Alor Setar,05150,Kedah
Taman Kristal,Alor Setar,05150,Kedah
Taman Mahawangsa,Alor Setar,05150,Kedah
Taman Merah Jambu,Alor Setar,05150,Kedah
Taman Mergong Indah,Alor Setar,05150,Kedah
Taman Mergong Jaya,Alor Setar,05150,Kedah
Taman Pandan,Alor Setar,05150,Kedah
Taman Pelangi,Alor Setar,05150,Kedah
Taman Pemodal,Alor Setar,05150,Kedah
Taman Rakyat,Alor Setar,05150,Kedah
Taman Rakyat (Seberang Jalan Putra),Alor Setar,05150,Kedah
Taman Seberang (Jalan Putra),Alor Setar,05150,Kedah
Taman Selatan,Alor Setar,05150,Kedah
Taman Selayang,Alor Setar,05150,Kedah
Taman Senangin,Alor Setar,05150,Kedah
Taman Serampang (1 & 2),Alor Setar,05150,Kedah
Taman Seri Empangan,Alor Setar,05150,Kedah
Taman Seri Impian,Alor Setar,05150,Kedah
Taman Seri Indah (Mergong),Alor Setar,05150,Kedah
Taman Seri Menanti,Alor Setar,05150,Kedah
Taman Sri Puyu,Alor Setar,05150,Kedah
Taman Talapia,Alor Setar,05150,Kedah
Taman Thean Peng,Alor Setar,05150,Kedah
Taman Timah,Alor Setar,05150,Kedah
Taman Tunku Jabor,Alor Setar,05150,Kedah
Taman Utama,Alor Setar,05150,Kedah
Tanjong Bedil,Alor Setar,05150,Kedah
Alor Melintang Anak,Alor Setar,05150,Kedah
Alor Melintang Gunung,Alor Setar,05150,Kedah
Bangunan Asas Jaya,Alor Setar,05150,Kedah
Flat Tok Batin,Alor Setar,05150,Kedah
Gunung Sali,Alor Setar,05150,Kedah
Jalan Emas,Alor Setar,05150,Kedah
Jalan Gangsa,Alor Setar,05150,Kedah
Jalan Kampung Berjaya,Alor Setar,05150,Kedah
Jalan Lengkongan Barat,Alor Setar,05150,Kedah
Jalan Pendidikan,Alor Setar,05150,Kedah
Jalan Perak,Alor Setar,05150,Kedah
Jalan Putera,Alor Setar,05150,Kedah
Jalan Putih,Alor Setar,05150,Kedah
Jalan Seberang Putera Kanan,Alor Setar,05150,Kedah
Jalan Seberang Putera Kiri,Alor Setar,05150,Kedah
Jalan Seberang Terus,Alor Setar,05150,Kedah
Jalan Teluk Yan,Alor Setar,05150,Kedah
Jalan Tembaga,Alor Setar,05150,Kedah
Jalan Tuanku Abdul Rahman,Alor Setar,05150,Kedah
Jalan Utara,Alor Setar,05150,Kedah
Kampung Alor Berah,Alor Setar,05150,Kedah
Kampung Alor Gunong,Alor Setar,05150,Kedah
Kampung Alor Madi,Alor Setar,05150,Kedah
Kampung Alor Melintang,Alor Setar,05150,Kedah
Kampung Alor Pasir,Alor Setar,05150,Kedah
Kampung Alor Pea,Alor Setar,05150,Kedah
Kampung Berjaya,Alor Setar,05150,Kedah
Kampung Chegar,Alor Setar,05150,Kedah
Kampung Gunung Sali,Alor Setar,05150,Kedah
Kampung Gunung Sau,Alor Setar,05150,Kedah
Kampung Jerangan,Alor Setar,05150,Kedah
Kampung Kelompang (Mergong),Alor Setar,05150,Kedah
Kampung Kilang,Alor Setar,05150,Kedah
Kampung Legar Pantai Johor,Alor Setar,05150,Kedah
Kampung Lubok Peringgi,Alor Setar,05150,Kedah
Kampung Pulau Kerengga,Alor Setar,05150,Kedah
Kampung Seberang Anak Bukit,Alor Setar,05150,Kedah
Kampung Seberang Kelompang,Alor Setar,05150,Kedah
Kampung Seberang Nyonya,Alor Setar,05150,Kedah
Kampung Seberang Pantai Johor,Alor Setar,05150,Kedah
Kampung Seberang Pumpong,Alor Setar,05150,Kedah
Kampung Seberang Terus,Alor Setar,05150,Kedah
Kampung Simpang Empat Gunong,Alor Setar,05150,Kedah
Kampung Suka Menanti,Alor Setar,05150,Kedah
Kampung Sungai Baru,Alor Setar,05150,Kedah
Kampung Sungai Baru Hilir,Alor Setar,05150,Kedah
Kampung Sungai Baru Tengah,Alor Setar,05150,Kedah
Kampung Tanjong Bedil,Alor Setar,05150,Kedah
Kampung Tanjung,Alor Setar,05150,Kedah
Kampung Telok Yan,Alor Setar,05150,Kedah
Jalan Ambar,Alor Setar,05200,Kedah
Jalan Gunong,Alor Setar,05200,Kedah
Jalan Taman Lum Sun,Alor Setar,05200,Kedah
Jalan Teluk Wanjah,Alor Setar,05200,Kedah
Jalan Teluk Wanjah Kiri,Alor Setar,05200,Kedah
Jalan Tun Abdul Razak,Alor Setar,05200,Kedah
Kampung Kubur,Alor Setar,05200,Kedah
Kampung Tok Bidan,Alor Setar,05200,Kedah
Kampung Tok Murad,Alor Setar,05200,Kedah
Lorong Aman,Alor Setar,05200,Kedah
Lorong Bentara,Alor Setar,05200,Kedah
Lorong Datok Keramat,Alor Setar,05200,Kedah
Lorong Dewan,Alor Setar,05200,Kedah
Lorong Laksamana,Alor Setar,05200,Kedah
Lorong Lintang,Alor Setar,05200,Kedah
Lorong Merpati,Alor Setar,05200,Kedah
Lorong Pahlawan,Alor Setar,05200,Kedah
Lorong Panglima,Alor Setar,05200,Kedah
Lorong Pendekar,Alor Setar,05200,Kedah
Lorong Petani,Alor Setar,05200,Kedah
Lorong Pewira,Alor Setar,05200,Kedah
Lorong Seri Kedah,Alor Setar,05200,Kedah
Lorong Shariff,Alor Setar,05200,Kedah
Lorong Temenggong,Alor Setar,05200,Kedah
Lorong Tiong,Alor Setar,05200,Kedah
Lorong Tok Bidan,Alor Setar,05200,Kedah
Menara Zakat,Alor Setar,05200,Kedah
Sempadan Jalan Keretapi,Alor Setar,05200,Kedah
Taman Ambar,Alor Setar,05200,Kedah
Taman Desa Kenangan,Alor Setar,05200,Kedah
Taman Hup Huat,Alor Setar,05200,Kedah
